	m_hilicp_0000	m_hilicp_0003	m_hilicp_0004	m_hilicp_0005	m_hilicp_0006	m_hilicp_0010	m_hilicp_0011	m_hilicp_0013	m_hilicp_0017	m_hilicp_0021	m_hilicp_0022	m_hilicp_0023	m_hilicp_0024	m_hilicp_0026	m_hilicp_0029	m_hilicp_0030	m_hilicp_0033	m_hilicp_0035	m_hilicp_0036	m_hilicp_0042	m_hilicp_0043	m_hilicp_0046	m_hilicp_0047	m_hilicp_0048	m_hilicp_0049	m_hilicp_0051	m_hilicp_0055	m_hilicp_0056	m_hilicp_0057	m_hilicp_0058	m_hilicp_0060	m_hilicp_0061	m_hilicp_0064	m_hilicp_0065	m_hilicp_0069	m_hilicp_0071	m_hilicp_0072	m_hilicp_0074	m_hilicp_0075	m_hilicp_0076	m_hilicp_0077	m_hilicp_0078	m_hilicp_0079	m_hilicp_0080	m_hilicp_0082	m_hilicp_0084	m_hilicp_0085	m_hilicp_0087	m_hilicp_0088	m_hilicp_0090	m_hilicp_0091	m_hilicp_0092	m_hilicp_0093	m_hilicp_0095	m_hilicp_0096	m_hilicp_0097	m_hilicp_0098	m_hilicp_0099	m_hilicp_0100	m_hilicp_0101	m_hilicp_0102	m_hilicp_0104	m_hilicp_0107	m_hilicp_0113	m_hilicp_0116	m_hilicp_0120	m_hilicp_0121	m_hilicp_0123	m_hilicp_0124	m_hilicp_0125	m_hilicp_0127	m_hilicp_0129	m_hilicp_0131	m_hilicp_0132	m_hilicp_0134	m_hilicp_0137	m_hilicp_0138	m_hilicp_0139	m_hilicp_0141	m_hilicp_0142	m_hilicp_0145	m_hilicp_0146	m_hilicp_0149	m_hilicp_0152	m_hilicp_0154	m_hilicp_0155	m_hilicp_0158	m_hilicp_0160	m_hilicp_0161	m_hilicp_0164	m_hilicp_0165	m_hilicp_0168	m_hilicp_0169	m_hilicp_0176	m_hilicp_0180	m_hilicp_0184	m_hilicp_0185	m_hilicp_0187	m_hilicp_0188	m_hilicp_0189	m_hilicp_0190	m_hilicp_0192	m_hilicp_0193	m_hilicp_0194	m_hilicp_0195	m_hilicp_0197	m_hilicp_0200	m_hilicp_0204	m_hilicp_0205	m_hilicp_0206	m_hilicp_0207	m_hilicp_0210	m_hilicp_0211	m_hilicp_0212	m_hilicp_0215	m_hilicp_0223	m_hilicp_0225	m_hilicp_0227	m_hilicp_0229	m_hilicp_0230	m_hilicp_0231	m_hilicp_0235	m_hilicp_0236	m_hilicp_0237	m_hilicp_0238	m_hilicp_0241	m_hilicp_0242	m_hilicp_0244	m_hilicp_0247	m_hilicp_0253	m_hilicp_0255	m_hilicp_0256	m_hilicp_0259	m_hilicp_0264	m_hilicp_0265	m_hilicp_0267	m_hilicp_0270	m_hilicp_0271	m_hilicp_0272	m_hilicp_0273	m_hilicp_0278	m_hilicp_0279	m_hilicp_0291	m_hilicp_0292	m_hilicp_0293	m_hilicp_0295	m_hilicp_0305	m_hilicp_0306	m_hilicp_0310	m_hilicp_0312	m_hilicp_0315	m_hilicp_0316	m_hilicp_0318	m_hilicp_0321	m_hilicp_0322	m_hilicp_0326	m_hilicp_0332	m_hilicp_0338	m_hilicp_0347	m_hilicp_0353	m_hilicp_0356	m_hilicp_0357	m_hilicp_0358	m_hilicp_0359	m_hilicp_0360	m_hilicp_0361	m_hilicp_0362	m_hilicp_0363	m_hilicp_0364	m_hilicp_0365	m_hilicp_0366	m_hilicp_0367
s03435		782.0	19669052.0	99994.0			6085576.0	1518169.0						36509.0		1026236.0					72394.0					6297698.0	13035687.0		861217.0		1097			241.0		37674.0		878235.0	301170.0						21960.0									8542.0	4624		1877498					95933.0						14261.0		0.0					977.0			34005.0			11390345						3393414		29286.0					43733.0							86049.0	229.0	10026.0								0.0	9614	1785128			25977.0	14815.0	5605.0	61699.0						1112.0	6769.0	57622.0					136.0	312571.0															14019.0					17408.0				0.0						271514.0	4581.0	107780.0	105126.0	208935	110777		165738.0	159341.0	
s03448		3218.0	24324012.0	191133.0			5967845.0	2161016.0						5848.0		602026.0					729039.0					77758680.0	10641272.0		1138392.0		7625			16629.0		15282.0		7527550.0	317221.0						23276.0									41860.0	11629		3969460					450256.0						80140.0		4317.0					3426.0			584.0			13722809						3690201		100508.0					233403.0							111463.0	4866.0	41522.0								11516.0	34392	2752086			269898.0	79914.0	7906.0	2409935.0						25870.0	10840.0	10381.0					6901.0	0.0															87908.0					20713.0				11535.0						119718.0	8453.0	57598.0	52470.0	167361	102202		870472.0	78792.0	
s03441		200.0	26441236.0	72166.0			8331952.0	1991888.0						31571.0		1125046.0					779624.0					8056354.0	28205654.0		1741873.0		292160			126.0		50490.0		892632.0	457343.0						63222.0									1432.0	10007		2318476					329800.0						4586.0		281.0					115.0			21541.0			13513585						3099906		64648.0					123299.0							205145.0	0.0	7630.0								0.0	349	2034875			40093.0	16678.0	5222.0	38091.0						125.0	30499.0	65401.0					40178.0	102270.0															7562.0					4139.0				0.0						105283.0	14029.0	109274.0	115019.0	175145	108352		58328.0	155127.0	
s03437		27096.0	23661888.0	101333.0			3429242.0	1647751.0						13036.0		673152.0					458966.0					4523990.0	25046932.0		1193259.0		2630			2240.0		39803.0		761531.0	400454.0						28732.0									12821.0	19551		3091524					980023.0						3758.0		12919.0					5658.0			10473.0			11242552						3027244		94171.0					125794.0							218708.0	3648.0	8547.0								2545.0	35569	1536671			306269.0	94486.0	3098.0	31445.0						16265.0	89027.0	99199.0					26687.0	217210.0															4148.0					1277.0				9255.0						119734.0	37694.0	100474.0	95867.0	126426	80900		1092208.0	136593.0	
s03449		4140.0	25159802.0	160437.0			5595348.0	2322320.0						5803.0		570994.0					442050.0					74565344.0	7424396.0		1042758.0		1845756			17177.0		12420.0		7445966.0	421300.0						25226.0									56611.0	6600		3957329					440084.0						77062.0		3329.0					4972.0			588.0			14306823						3515146		38891.0					234187.0							114323.0	4609.0	42412.0								16617.0	18878	2857433			315612.0	85067.0	8841.0	2472558.0						19326.0	12097.0	15178.0					3045.0	24988.0															91114.0					20403.0				9585.0						112239.0	7321.0	28105.0	50880.0	177904	90926		1003164.0	69439.0	
s03423		823.0	25511114.0	86492.0			6134940.0	1803809.0						18276.0		814144.0					482454.0					33281460.0	14519900.0		1178024.0		327720			595.0		32680.0		4687368.0	305127.0						29456.0									5561.0	11079		2916823					238660.0						27586.0		389.0					1108.0			21813.0			12519537						3434693		53623.0					112067.0							113042.0	603.0	18871.0								102.0	10396	2135186			74089.0	33206.0	5775.0	749310.0						2071.0	20001.0	38117.0					14131.0	20461.0															28176.0					13358.0				358.0						206636.0	8846.0	90840.0	94674.0	173452	99310		135481.0	131931.0	
s03428		30816.0	25158254.0	105175.0			2540256.0	1536002.0						11498.0		707580.0					673036.0					15341554.0	23525560.0		1328559.0		7445			2662.0		48494.0		960479.0	247383.0						26151.0									7579.0	17260		3322879					1024397.0						8739.0		7815.0					10866.0			13097.0			11523944						3246576		79514.0					100585.0							230716.0	2892.0	11822.0								2836.0	109765	1487729			319139.0	103755.0	3913.0	35138.0						15675.0	75677.0	23438.0					13966.0	1058.0															21844.0					464.0				8263.0						220975.0	38394.0	104558.0	88455.0	138442	81734		789759.0	128339.0	
s03430		224.0	21075932.0	43684.0			5580410.0	1321345.0						27816.0		1027602.0					128612.0					17565460.0	13127985.0		1035509.0		1970			850.0		38465.0		867783.0	183575.0						22548.0									6198.0	3507		1940128					58156.0						11652.0		103.0					918.0			33395.0			10772945						3834316		60675.0					30815.0							82017.0	0.0	11263.0								0.0	0	1667889			26581.0	13698.0	7376.0	660.0						1101.0	4518.0	14817.0					2743.0	382.0															2102.0					8325.0				0.0						184420.0	1768.0	112374.0	122916.0	210474	112409		99390.0	166219.0	
s03426		1863.0	20250422.0	55798.0			5553316.0	1709508.0						27604.0		1038792.0					534463.0					12483018.0	12773744.0		1236971.0		244			385.0		39685.0		907942.0	62077.0						24116.0									11406.0	16174		2341249					91837.0						11577.0		0.0					1183.0			45076.0			11887463						4080565		61942.0					59875.0							88105.0	385.0	10534.0								373.0	18261	1853820			22090.0	14970.0	5348.0	66091.0						3013.0	6279.0	28208.0					21059.0	0.0															9531.0					23901.0				860.0						310873.0	3782.0	111366.0	119334.0	226698	115436		138595.0	164647.0	
s03422		512.0	26075.0	5538.0			6232.0	14413.0						0.0		1927.0					1697.0					2468.0	768346.0		1623.0		1069			809.0		270.0		854.0	0.0						291.0									103.0	114		6941					4104.0						0.0		0.0					0.0			120.0			13451						37989		262.0					118.0							0.0	157.0	0.0								0.0	128	1628			125.0	0.0	0.0	103.0						0.0	0.0	0.0					109.0	129.0															0.0					0.0				4627.0						216.0	0.0	139.0	264.0	0	0		126.0	124.0	
s03450		781.0	114536.0	27817.0			41032.0	18648.0						0.0		4131.0					7754.0					43204.0	456865.0		10370.0		1383			812.0		0.0		23166.0	4432.0						678.0									119.0	399		96737					15634.0						106.0		0.0					0.0			0.0			58873						144847		462.0					747.0							254.0	390.0	0.0								123.0	247	4679			112.0	0.0	105.0	30003.0						0.0	0.0	0.0					0.0	387.0															0.0					0.0				2861.0						1225.0	0.0	0.0	249.0	0	0		0.0	111.0	
s03445		131.0	17524966.0	42944.0			5904952.0	1366994.0						30162.0		845043.0					394541.0					17363080.0	12953110.0		871817.0		659895			240.0		36753.0		819288.0	292596.0						24800.0									6453.0	8499		1725724					89783.0						11387.0		0.0					186.0			28087.0			10326112						3366992		51385.0					48688.0							66794.0	0.0	8412.0								0.0	1582	1655343			19843.0	13402.0	5623.0	61904.0						752.0	6083.0	32526.0					23374.0	235904.0															4346.0					21353.0				0.0						229181.0	4893.0	116133.0	114574.0	190058	113060		109323.0	177878.0	
s03425		734.0	20251946.0	55724.0			5901580.0	1475278.0						28285.0		1036475.0					522155.0					13893928.0	12860562.0		1210847.0		130			646.0		44020.0		910010.0	99409.0						7263.0									12415.0	11925		2323822					99561.0						13664.0		0.0					1277.0			45091.0			12148607						4112894		61441.0					63048.0							93533.0	117.0	11564.0								0.0	18318	1910059			20520.0	16102.0	5075.0	60220.0						2079.0	6042.0	25464.0					22274.0	0.0															12678.0					22460.0				141.0						178235.0	5197.0	114962.0	124395.0	228421	124495		150693.0	164868.0	
s03436		181.0	30406850.0	163625.0			8522853.0	2565021.0						41425.0		1383608.0					16554.0					99091.0	26883032.0		1170451.0		647			116.0		50479.0		975505.0	469801.0						55362.0									1258.0	5076		2542360					405225.0						8464.0		513.0					980.0			24417.0			14819284						2280879		5271.0					117004.0							259210.0	2419.0	11829.0								0.0	6803	2292704			49424.0	20103.0	4536.0	30299.0						363.0	33981.0	42742.0					121.0	116037.0															14476.0					111.0				0.0						187998.0	14665.0	98175.0	113614.0	193962	105006		89544.0	141700.0	
s03442		30177.0	23292054.0	94187.0			3511023.0	1609092.0						12610.0		654806.0					536509.0					12538835.0	24865174.0		1218438.0		398171			3401.0		38733.0		892123.0	394977.0						27749.0									7988.0	13585		2988229					962418.0						4372.0		11390.0					5316.0			11884.0			11017609						2959534		15119.0					100751.0							213524.0	615.0	9401.0								1527.0	25995	1491644			302551.0	105369.0	3124.0	32190.0						16284.0	83545.0	85962.0					29238.0	457686.0															10848.0					2452.0				14020.0						101192.0	35337.0	99258.0	82951.0	123713	75732		852225.0	132634.0	
s03474		5843.0	15737588.0	236844.0				2581678.0					7933.0	12108.0	270.0	99716.0		0.0		151989.0	37600.0				12521.0	53235048.0	8828404.0		2424014.0	6028.0	1633219			9076.0		4278.0	4881.0	5832108.0	624291.0	14634.0				6231.0	66986.0			23114.0	9619.0		5115.0			52249.0	180963		6612638	75659.0	1725342.0			3111130.0	14975.0				31164.0	38257.0				4420.0			6551.0	4641.0		607.0			14552652		7851.0		4918.0		4791238	10344.0	133588.0	603.0				407308.0			3305.0		28538.0		92251.0	13618.0	71058.0						68364.0			12998	2972464	23340.0		353836.0	50567.0	9137.0	2274504.0				296.0		32445.0	26676.0	24432.0		25090.0			11958.0				18689.0		22236.0							30399.0		25799.0			75222.0			9806.0										133792.0	70747.0	56592.0	83919.0	258348	188345		561523.0	111361.0	
s03488		596.0	318972.0	8236.0				659049.0					8985.0	88240.0	4249.0	234288.0		0.0		2561.0	964.0				24085.0	4435746.0	6828948.0		95259.0	962.0	1836			731.0		22376.0	6769.0	1476126.0	241274.0	11499.0				758.0	176311.0			790612.0	182687.0		8149.0			9128.0	45296		4325446	14396.0	2094140.0			23092.0	392.0				44107.0	19608.0				877219.0			916.0	29318.0		60601.0			118258		2501.0		756.0		72366	355.0	5479.0	24116.0				8030.0			7092.0		19617.0		70588.0	269752.0	25588.0						33793.0			1686	293158	188.0		25310.0	18354.0	9470.0	38640.0				1649.0		2849.0	13300.0	843.0		119.0			10388.0				0.0		7819.0							47000.0		57036.0			4444.0			770.0										14172.0	51727.0	48951.0	149813.0	361622	234518		81708.0	237206.0	
s03595		15338.0	13666008.0	130762.0				4377841.0					24747.0	12930.0	698.0	95058.0		2147.0		619916.0	36182.0				60731.0	7417595.0	20728052.0		1533205.0	9031.0	3895			3833.0		15433.0	6142.0	870241.0	583099.0	15967.0				3730.0	57814.0			443729.0	46594.0		12292.0			25972.0	265536		41533	64101.0	2114743.0			2829739.0	5699.0				96860.0	7643.0				13883.0			7414.0	5262.0		16389.0			6999568		4126.0		20371.0		4720800	3497.0	112231.0	3751.0				305390.0			2252.0		2290.0		155522.0	3475.0	21112.0						112896.0			39078	712439	126.0		342378.0	97079.0	5681.0	57070.0				306.0		14387.0	63280.0	52498.0		275.0			25980.0				153769.0		200.0							0.0		0.0			78493.0			0.0										187214.0	114423.0	92161.0	49732.0	339954	231552		541650.0	97046.0	
s03511		159.0	7408204.0	80555.0				753619.0					7105.0	55101.0	130.0	155606.0		0.0		42236.0	361.0				16354.0	4336857.0	6506390.0		1615079.0	1486.0	293552			708.0		11239.0	5432.0	1205755.0	415468.0	80086.0				149.0	129008.0			793179.0	79783.0		7320.0			9196.0	668727		3303784	19970.0	1615273.0			1098354.0	500.0				26235.0	8079.0				3999.0			126.0	36692.0		45458.0			9049053		1873.0		651.0		4476860	117.0	75462.0	1130.0				156010.0			0.0		27389.0		56544.0	131.0	16847.0						21129.0			2478	1460370	697.0		25689.0	19532.0	8583.0	82487.0				1091.0		1910.0	20205.0	4561.0		141.0			18838.0				388.0		6757.0							45132.0		44933.0			4008.0			1838.0										42776.0	61172.0	49423.0	136979.0	337980	246154		90638.0	173422.0	
s03587		12085.0	36071.0	172900.0				246862.0					20160.0	14688.0	719.0	78492.0		1890.0		618047.0	0.0				69366.0	7434300.0	26847200.0		21241.0	3917.0	6159			1958.0		50500.0	11227.0	863365.0	453844.0	3655.0				2130.0	44960.0			361193.0	49010.0		9513.0			19353.0	59575		5399354	18389.0	2552960.0			138120.0	7094.0				38754.0	7672.0				13092.0			5986.0	3394.0		16600.0			3461325		5034.0		16100.0		4323426	37563.0	117284.0	4924.0				270742.0			19170.0		1152332.0		161020.0	25562.0	21495.0						153040.0			15319	839807	370.0		252652.0	92525.0	5707.0	27104.0				707.0		9678.0	56150.0	37647.0		145.0			11039.0				47506.0		0.0							47358.0		62969.0			76324.0			348.0										40802.0	142623.0	175676.0	61585.0	364033	252489		528690.0	139957.0	
s03565		15047.0	15980739.0	1962659.0				6556508.0					20378.0	23460.0	714.0	192486.0		2200.0		705942.0	41122.0				2017989.0	7714725.0	20864042.0		3011484.0	10285.0	5608			2648.0		17708.0	28299.0	965016.0	552681.0	22070.0				1185.0	62423.0			405443.0	50413.0		13078.0			24418.0	24450		5528884	57216.0	28995.0			3946365.0	6104.0				27320.0	7962.0				14713.0			5007.0	488.0		16908.0			8769318		5486.0		17658.0		52680	4463.0	1428627.0	3805.0				406916.0			1686.0		25780.0		144693.0	3145.0	29678.0						80202.0			124833	951053	127.0		341212.0	95925.0	5441.0	27427.0				331.0		19684.0	53219.0	981.0		0.0			4116.0				794.0		232.0							51321.0		58493.0			74888.0			385.0										292563.0	139547.0	96863.0	57615.0	405952	270386		510327.0	101684.0	
s03467		9876.0	18336122.0	208256.0				6318642.0					25429.0	13995.0	0.0	93762.0		0.0		371828.0	33729.0				18720.0	8939741.0	17952702.0		2340704.0	9277.0	1495123			2144.0		14040.0	7464.0	527640.0	690315.0	17328.0				9767.0	55364.0			18750.0	5188.0		10478.0			28054.0	208689		7540450	40405.0	2325205.0			3559228.0	11456.0				54491.0	4908.0				13017.0			10004.0	1485.0		7704.0			10127681		14188.0		12388.0		5297771	7000.0	74346.0	572.0				297367.0			6136.0		27944.0		106808.0	13952.0	23690.0						85686.0			95000	1429216	0.0		326349.0	104083.0	15108.0	32063.0				235.0		29958.0	42263.0	165.0		681.0			11548.0				0.0		2866.0							79225.0		87505.0			77092.0			211.0										242351.0	102057.0	79790.0	56537.0	328389	245149		594549.0	95419.0	
s03550		524.0	1080308.0	254176.0				3789367.0					7080.0	62550.0	0.0	223904.0		0.0		46906.0	38312.0				6389.0	1279308.0	15963908.0		3248871.0	4100.0	440584			326.0		15692.0	5397.0	312365.0	644961.0	72503.0				0.0	104753.0			3208910.0	294735.0		13399.0			3393.0	195785		6418279	45082.0	2743716.0			3289469.0	258.0				78114.0	5778.0				4519.0			495.0	2260.0		34610.0			14868248		1510.0		1976.0		5661276	934.0	105330.0	3696.0				402222.0			126.0		27191.0		141802.0	145.0	21260.0						26716.0			1389	2630987	389.0		43509.0	6479.0	12726.0	66206.0				1060.0		1265.0	24326.0	9185.0		26279.0			44282.0				10238.0		1579.0							129436.0		84331.0			2095.0			6343.0										253088.0	106390.0	38474.0	112522.0	341014	226538		56708.0	147306.0	
s03546		458.0	15495453.0	231588.0				3600160.0					7819.0	55339.0	404.0	216749.0		263.0		70576.0	42937.0				7760.0	769827.0	15548402.0		3078459.0	271.0	479654			708.0		8534.0	47921.0	278520.0	30117.0	44487.0				6.0	96787.0			3448147.0	286866.0		16320.0			7701.0	375254		6189691	34244.0	2981143.0			3066612.0	114.0				71238.0	3939.0				4982.0			0.0	3626.0		34123.0			14331238		1507.0		1734.0		5585296	762.0	110315.0	3880.0				372106.0			0.0		21719.0		137547.0	604.0	20844.0						25983.0			936	2596348	0.0		41105.0	10330.0	13676.0	56987.0				1086.0		196.0	27402.0	17417.0		3810.0			47679.0				21726.0		2965.0							116838.0		80541.0			1258.0			2230.0										261472.0	98179.0	50970.0	106129.0	325224	221972		54011.0	143755.0	
s03582		13641.0	1702187.0	172656.0				1061278.0					19849.0	17911.0	1020.0	245900.0		1703.0		635102.0	484.0				68693.0	7779929.0	24584390.0		13795.0	5884.0	12461			1425.0		43751.0	11279.0	978262.0	534416.0	3505.0				4118.0	63105.0			401327.0	50807.0		9641.0			26486.0	45807		5361957	22245.0	2466355.0			2269472.0	4180.0				38443.0	6642.0				14370.0			7385.0	2346.0		15612.0			7937379		5327.0		19055.0		4252184	17603.0	120092.0	3986.0				294231.0			13201.0		893509.0		160795.0	20794.0	22778.0						322544.0			18172	813575	395.0		220495.0	78613.0	5278.0	30445.0				271.0		11081.0	50201.0	51187.0		0.0			10480.0				53154.0		179.0							48388.0		64922.0			80682.0			0.0										69103.0	132852.0	158973.0	56965.0	377808	260628		555528.0	113613.0	
s03517		716.0	394239.0	78832.0				172378.0					6512.0	51776.0	0.0	151566.0		0.0		28699.0	24757.0				15390.0	3180247.0	5862158.0		1666752.0	1843.0	266806			716.0		9872.0	3829.0	1207050.0	428907.0	83586.0				273.0	124316.0			731266.0	63075.0		8232.0			7276.0	711206		3345844	25477.0	1714676.0			1031418.0	957.0				26500.0	5863.0				2415.0			431.0	35622.0		43177.0			8691277		1256.0		145.0		4600534	101.0	79465.0	3293.0				134757.0			0.0		15348.0		58566.0	103.0	15770.0						24487.0			3159	1465857	377.0		24772.0	22345.0	8771.0	94386.0				827.0		955.0	19128.0	7010.0		770.0			14634.0				106.0		10324.0							49215.0		49103.0			4150.0			4251.0										39988.0	52037.0	60625.0	124212.0	314343	225640		81346.0	154406.0	
s03499		603.0	7420078.0	79005.0				737368.0					6865.0	52596.0	0.0	153666.0		0.0		30475.0	24143.0				16000.0	4455826.0	6402700.0		1705124.0	1114.0	294043			659.0		11496.0	4159.0	1206463.0	416525.0	77511.0				269.0	131141.0			790008.0	78989.0		8129.0			12436.0	636788		3373405	24401.0	1652344.0			1167868.0	290.0				23938.0	6391.0				4111.0			365.0	39219.0		43927.0			8734177		1780.0		697.0		4588262	287.0	75859.0	923.0				207984.0			0.0		29710.0		59318.0	110.0	16265.0						19615.0			2140	1488169	610.0		25123.0	20415.0	8294.0	89000.0				1010.0		1997.0	18600.0	5208.0		11170.0			16223.0				339.0		6913.0							44597.0		46381.0			3376.0			3822.0										43484.0	61395.0	34865.0	129852.0	361748	243028		87123.0	162756.0	
s03557		881.0	34969.0	1790.0				28200.0					0.0	0.0	3517.0	0.0		0.0		0.0	0.0				3810.0	1607.0	94649.0		6248.0	523.0	3550			683.0		666.0	2901.0	841.0	1376.0	1177.0				0.0	1646.0			594.0	339.0		128.0			152.0	1310		8613	121.0	4442.0			1454.0	823.0				2592.0	216.0				0.0			150.0	0.0		0.0			21562		135.0		184.0		19602	0.0	637.0	285.0				1318.0			0.0		790.0		104.0	163.0	166.0						122.0			1153	1722	100.0		293.0	121.0	0.0	153.0				0.0		105.0	0.0	0.0		0.0			137.0				0.0		120.0							0.0		0.0			442.0			0.0										113.0	262.0	110.0	1450.0	0	0		0.0	2171.0	
s03559		348.0	15046987.0	249123.0				3620816.0					6825.0	64370.0	393.0	239160.0		132.0		75211.0	42691.0				8565.0	1070930.0	15993470.0		3379372.0	1752.0	447757			674.0		9908.0	55607.0	310564.0	759120.0	43835.0				0.0	105984.0			2880454.0	294767.0		18368.0			2687.0	190499		6318602	38921.0	2700576.0			3231663.0	0.0				90561.0	4707.0				3564.0			106.0	8174.0		39614.0			14231052		1321.0		895.0		5679480	552.0	110956.0	4404.0				372559.0			0.0		29401.0		136768.0	247.0	20503.0						24384.0			951	2708731	117.0		40110.0	11552.0	12678.0	54543.0				490.0		606.0	26301.0	60014.0		42178.0			41596.0				45611.0		1208.0							54799.0		56588.0			1501.0			15202.0										255842.0	106982.0	43883.0	115106.0	328418	221808		56142.0	144418.0	
s03505		264.0	7445528.0	782538.0				751712.0					8017.0	53830.0	0.0	160401.0		0.0		24115.0	24109.0				15376.0	3961602.0	5740240.0		1735538.0	912.0	300099			866.0		10568.0	4056.0	1200002.0	422994.0	86836.0				102.0	132503.0			991195.0	79765.0		8411.0			6997.0	722286		3412909	24247.0	1665473.0			1166036.0	468.0				28834.0	6635.0				3538.0			368.0	32927.0		35393.0			9034918		2434.0		544.0		2277978	106.0	630976.0	1605.0				240570.0			103.0		19539.0		61312.0	277.0	16203.0						20853.0			1540	1535981	902.0		27468.0	17013.0	8979.0	86287.0				725.0		1137.0	17813.0	7753.0		2809.0			17483.0				136.0		6830.0							48891.0		51700.0			3325.0			5253.0										46588.0	56975.0	32445.0	122144.0	360125	239322		78980.0	151587.0	
